74, 2019-08-11T18:00:00, 2019-08-11T20:00:00, 73624.0, [],  0.0,  inf
75, 2019-08-20T18:00:00, 2019-08-20T19:00:00, 7078.0, [],  0.0,  inf
76, 2020-04-28T19:00:00, 2020-04-28T21:00:00, 21548.0, [],  0.0,  inf
77, 2020-05-10T05:00:00, 2020-05-10T06:00:00, 5029.0, [],  0.0,  inf
78, 2020-06-04T16:00:00, 2020-06-04T18:00:00, 92424.0, [],  0.0,  inf
79, 2020-06-08T19:00:00, 2020-06-08T20:00:00, 5872.0, [],  0.0,  inf
80, 2020-06-17T02:00:00, 2020-06-17T02:00:00, 5053.0, [],  0.0,  inf
81, 2020-06-29T07:00:00, 2020-06-29T08:00:00, 8937.0, [],  0.0,  inf
82, 2020-08-17T00:00:00, 2020-08-17T01:00:00, 1956.0, [],  0.0,  inf
83, 2020-08-30T07:00:00, 2020-08-30T13:00:00, 108407.0, [],  0.0,  inf
84, 2020-10-02T21:00:00, 2020-10-02T23:00:00, 5855.0, [],  0.0,  inf
85, 2020-10-03T06:00:00, 2020-10-03T09:00:00, 7406.0, [],  0.0,  inf
86, 2021-05-11T15:00:00, 2021-05-11T18:00:00, 17741.0, [],  0.0,  inf
87, 2021-05-16T18:00:00, 2021-05-16T21:00:00, 18972.0, [],  0.0,  inf
88, 2021-05-22T00:00:00, 2021-05-22T02:00:00, 18044.0, [],  0.0,  inf
89, 2021-06-05T10:00:00, 2021-06-05T10:00:00, 7963.0, [],  0.0,  inf
90, 2021-06-22T21:00:00, 2021-06-22T23:00:00, 6175.0, [],  0.0,  inf
91, 2021-06-24T16:00:00, 2021-06-24T19:00:00, 114424.0, [],  0.0,  inf
92, 2021-07-06T20:00:00, 2021-07-06T21:00:00, 81905.0, [],  0.0,  inf
93, 2021-07-13T07:00:00, 2021-07-13T10:00:00, nan, [],  0.0,  nan
94, 2021-07-13T17:00:00, 2021-07-13T20:00:00, 50861.0, [],  0.0,  inf
95, 2021-07-16T05:00:00, 2021-07-16T07:00:00, 93833.0, [],  0.0,  inf
96, 2021-08-07T15:00:00, 2021-08-07T17:00:00, 45299.0, [],  0.0,  inf
97, 2021-09-19T08:00:00, 2021-09-19T13:00:00, 9791.0, [],  0.0,  inf
98, 2022-06-05T12:00:00, 2022-06-05T13:00:00, 53958.0, [],  0.0,  inf
99, 2022-06-30T21:00:00, 2022-06-30T22:00:00, 25471.0, [],  0.0,  inf
100, 2022-07-04T22:00:00, 2022-07-04T23:00:00, 115963.0, [],  0.0,  inf
101, 2022-09-08T01:00:00, 2022-09-08T02:00:00, 12958.0, [],  0.0,  inf
