station,timestamp [UTC+0],precipitation [mm per Hourly],temperature [degree],sun radiation [W per squared m]
MVE,2017-12-16T12:00:00,0.0,-3.9,154
MVE,2017-12-16T13:00:00,0.0,-3.8,90
MVE,2017-12-16T14:00:00,0.2,-4.2,49
MVE,2017-12-16T15:00:00,0.0,-4.5,18
MVE,2017-12-16T16:00:00,0.0,-4.8,1
MVE,2017-12-16T17:00:00,0.0,-5.1,1
MVE,2017-12-16T18:00:00,0.0,-5.7,1
MVE,2017-12-16T19:00:00,0.0,-5.7,1
MVE,2017-12-16T20:00:00,0.0,-4.6,1
MVE,2017-12-16T21:00:00,0.0,-5.1,1
MVE,2017-12-16T22:00:00,0.0,-5.3,1
MVE,2017-12-16T23:00:00,0.0,-5.5,1
MVE,2017-12-17T00:00:00,0.0,-5.9,1
MVE,2017-12-17T01:00:00,0.0,-5.6,0
MVE,2017-12-17T02:00:00,0.0,-5.7,0
MVE,2017-12-17T03:00:00,0.0,-5.7,0
MVE,2017-12-17T04:00:00,0.0,-6.0,0
MVE,2017-12-17T05:00:00,0.0,-6.5,0
MVE,2017-12-17T06:00:00,0.0,-6.5,0
MVE,2017-12-17T07:00:00,0.0,-7.4,5
MVE,2017-12-17T08:00:00,0.0,-7.5,86
MVE,2017-12-17T09:00:00,0.0,-6.4,229
MVE,2017-12-17T10:00:00,0.0,-5.7,391
MVE,2017-12-17T11:00:00,0.0,-4.7,562
MVE,2017-12-17T12:00:00,0.0,-5.3,222
MVE,2017-12-17T13:00:00,0.0,-4.9,142
MVE,2017-12-17T14:00:00,0.0,-4.9,102
MVE,2017-12-17T15:00:00,0.0,-5.4,30
MVE,2017-12-17T16:00:00,0.0,-6.0,2
MVE,2017-12-17T17:00:00,0.0,-7.9,1
MVE,2017-12-17T18:00:00,0.0,-8.6,0
MVE,2017-12-17T19:00:00,0.0,-8.5,0
MVE,2017-12-17T20:00:00,0.0,-9.6,0
MVE,2017-12-17T21:00:00,0.0,-10.5,1
MVE,2017-12-17T22:00:00,0.0,-10.4,0
MVE,2017-12-17T23:00:00,0.0,-11.1,0
MVE,2017-12-18T00:00:00,0.0,-10.8,0
MVE,2017-12-18T01:00:00,0.0,-10.4,0
MVE,2017-12-18T02:00:00,0.0,-9.5,0
MVE,2017-12-18T03:00:00,0.0,-8.1,0
MVE,2017-12-18T04:00:00,0.0,-8.2,0
MVE,2017-12-18T05:00:00,0.5,-8.2,1
MVE,2017-12-18T06:00:00,2.7,-8.1,1
MVE,2017-12-18T07:00:00,1.8,-7.7,2
MVE,2017-12-18T08:00:00,1.3,-7.5,13
MVE,2017-12-18T09:00:00,0.5,-7.9,52
MVE,2017-12-18T10:00:00,0.7,-7.3,66
MVE,2017-12-18T11:00:00,0.3,-7.0,118
MVE,2017-12-18T12:00:00,0.1,-6.3,134
MVE,2017-12-18T13:00:00,0.0,-5.7,177
MVE,2017-12-18T14:00:00,0.0,-5.7,169
MVE,2017-12-18T15:00:00,0.0,-6.7,46
MVE,2017-12-18T16:00:00,0.0,-7.1,2
MVE,2017-12-18T17:00:00,0.0,-8.0,1
MVE,2017-12-18T18:00:00,0.0,-7.8,1
MVE,2017-12-18T19:00:00,0.0,-8.8,0
MVE,2017-12-18T20:00:00,0.0,-8.4,1
MVE,2017-12-18T21:00:00,0.0,-9.4,1
MVE,2017-12-18T22:00:00,0.0,-7.9,1
MVE,2017-12-18T23:00:00,0.0,-8.0,1
MVE,2017-12-19T00:00:00,0.0,-8.6,1
MVE,2017-12-19T01:00:00,0.0,-9.2,1
MVE,2017-12-19T02:00:00,0.0,-8.6,1
MVE,2017-12-19T03:00:00,0.0,-8.7,1
MVE,2017-12-19T04:00:00,0.0,-8.7,1
MVE,2017-12-19T05:00:00,0.0,-8.9,1
MVE,2017-12-19T06:00:00,0.0,-8.5,1
MVE,2017-12-19T07:00:00,0.0,-7.5,5
MVE,2017-12-19T08:00:00,0.0,-6.8,39
MVE,2017-12-19T09:00:00,0.0,-6.3,122
MVE,2017-12-19T10:00:00,0.0,-5.6,229
MVE,2017-12-19T11:00:00,0.0,-4.7,282
MVE,2017-12-19T12:00:00,0.0,-4.5,257
MVE,2017-12-19T13:00:00,0.0,-4.5,161
MVE,2017-12-19T14:00:00,0.0,-4.2,186
MVE,2017-12-19T15:00:00,0.0,-5.2,45
MVE,2017-12-19T16:00:00,0.0,-6.6,1
MVE,2017-12-19T17:00:00,0.0,-7.0,1
MVE,2017-12-19T18:00:00,0.0,-7.5,1
MVE,2017-12-19T19:00:00,0.0,-5.9,1
MVE,2017-12-19T20:00:00,0.0,-5.8,1
MVE,2017-12-19T21:00:00,0.0,-5.9,1
MVE,2017-12-19T22:00:00,0.0,-5.9,1
MVE,2017-12-19T23:00:00,0.0,-5.8,1
MVE,2017-12-20T00:00:00,0.0,-6.0,1
MVE,2017-12-20T01:00:00,0.0,-6.1,1
MVE,2017-12-20T02:00:00,0.0,-6.2,1
MVE,2017-12-20T03:00:00,0.0,-6.3,1
MVE,2017-12-20T04:00:00,0.0,-6.2,1
MVE,2017-12-20T05:00:00,0.0,-6.1,1
MVE,2017-12-20T06:00:00,0.0,-6.0,1
MVE,2017-12-20T07:00:00,0.0,-6.1,3
MVE,2017-12-20T08:00:00,0.0,-6.0,29
MVE,2017-12-20T09:00:00,0.0,-5.6,143
MVE,2017-12-20T10:00:00,0.0,-5.5,156
MVE,2017-12-20T11:00:00,0.0,-4.4,277
MVE,2017-12-20T12:00:00,0.0,-4.4,197
MVE,2017-12-20T13:00:00,0.0,-4.0,223
MVE,2017-12-20T14:00:00,0.0,-3.9,179
MVE,2017-12-20T15:00:00,0.0,-4.7,27
MVE,2017-12-20T16:00:00,0.0,-4.1,2
MVE,2017-12-20T17:00:00,0.0,-4.0,1
MVE,2017-12-20T18:00:00,0.0,-4.2,1
MVE,2017-12-20T19:00:00,0.0,-4.1,1
MVE,2017-12-20T20:00:00,0.0,-4.0,1
MVE,2017-12-20T21:00:00,0.0,-4.1,1
MVE,2017-12-20T22:00:00,0.0,-4.0,1
MVE,2017-12-20T23:00:00,0.0,-4.3,1
MVE,2017-12-21T00:00:00,0.0,-4.7,1
MVE,2017-12-21T01:00:00,0.0,-5.2,1
MVE,2017-12-21T02:00:00,0.0,-6.0,1
MVE,2017-12-21T03:00:00,0.0,-7.5,0
MVE,2017-12-21T04:00:00,0.0,-7.3,0
MVE,2017-12-21T05:00:00,0.0,-6.8,0
MVE,2017-12-21T06:00:00,0.0,-6.4,0
MVE,2017-12-21T07:00:00,0.0,-6.7,5
MVE,2017-12-21T08:00:00,0.0,-4.4,75
MVE,2017-12-21T09:00:00,0.0,-2.0,230
MVE,2017-12-21T10:00:00,0.0,-1.0,327
MVE,2017-12-21T11:00:00,0.0,0.0,375
MVE,2017-12-21T12:00:00,0.0,0.7,357
MVE,2017-12-21T13:00:00,0.0,1.1,276
MVE,2017-12-21T14:00:00,0.0,0.6,143
MVE,2017-12-21T15:00:00,0.0,-1.2,29
MVE,2017-12-21T16:00:00,0.0,-1.3,2
MVE,2017-12-21T17:00:00,0.0,-0.4,1
MVE,2017-12-21T18:00:00,0.0,-0.2,1
MVE,2017-12-21T19:00:00,0.0,-0.1,1
MVE,2017-12-21T20:00:00,0.4,0.3,1
MVE,2017-12-21T21:00:00,0.1,1.2,1
MVE,2017-12-21T22:00:00,0.1,0.7,1
MVE,2017-12-21T23:00:00,0.2,0.3,1
MVE,2017-12-22T00:00:00,0.0,0.3,1
MVE,2017-12-22T01:00:00,0.0,0.5,1
MVE,2017-12-22T02:00:00,0.0,-0.1,1
MVE,2017-12-22T03:00:00,0.0,-0.1,1
MVE,2017-12-22T04:00:00,0.0,-1.2,1
MVE,2017-12-22T05:00:00,0.0,-0.3,1
MVE,2017-12-22T06:00:00,0.0,-0.7,1
MVE,2017-12-22T07:00:00,0.0,-1.4,4
MVE,2017-12-22T08:00:00,0.0,-0.3,24
MVE,2017-12-22T09:00:00,0.0,1.3,194
MVE,2017-12-22T10:00:00,0.0,2.0,146
MVE,2017-12-22T11:00:00,0.0,2.3,227
MVE,2017-12-22T12:00:00,0.0,2.1,223
MVE,2017-12-22T13:00:00,0.0,2.0,181
MVE,2017-12-22T14:00:00,0.0,1.4,124
MVE,2017-12-22T15:00:00,0.0,0.8,33
MVE,2017-12-22T16:00:00,0.0,0.2,2
MVE,2017-12-22T17:00:00,0.0,0.6,1
MVE,2017-12-22T18:00:00,0.0,0.6,1
MVE,2017-12-22T19:00:00,0.0,0.6,1
MVE,2017-12-22T20:00:00,0.0,0.3,1
MVE,2017-12-22T21:00:00,0.0,0.3,1
MVE,2017-12-22T22:00:00,0.0,0.1,1
MVE,2017-12-22T23:00:00,0.0,0.2,1
MVE,2017-12-23T00:00:00,0.0,0.2,1
MVE,2017-12-23T01:00:00,0.0,0.0,1
MVE,2017-12-23T02:00:00,0.0,-0.2,1
MVE,2017-12-23T03:00:00,0.0,-0.4,1
MVE,2017-12-23T04:00:00,0.0,-0.4,1
MVE,2017-12-23T05:00:00,0.0,-0.5,1
MVE,2017-12-23T06:00:00,0.0,-0.4,1
MVE,2017-12-23T07:00:00,0.0,-0.7,4
MVE,2017-12-23T08:00:00,0.0,-0.6,38
MVE,2017-12-23T09:00:00,0.0,-0.6,94
MVE,2017-12-23T10:00:00,0.0,-0.2,147
MVE,2017-12-23T11:00:00,0.0,0.7,352
MVE,2017-12-23T12:00:00,0.0,1.9,358
MVE,2017-12-23T13:00:00,0.0,2.2,281
MVE,2017-12-23T14:00:00,0.0,1.6,143
MVE,2017-12-23T15:00:00,0.0,1.1,64
MVE,2017-12-23T16:00:00,0.0,-0.2,4
MVE,2017-12-23T17:00:00,0.0,-1.2,1
MVE,2017-12-23T18:00:00,0.0,-1.7,1
MVE,2017-12-23T19:00:00,0.0,-2.5,1
MVE,2017-12-23T20:00:00,0.0,-2.4,1
MVE,2017-12-23T21:00:00,0.0,-1.6,1
MVE,2017-12-23T22:00:00,0.0,-1.9,1
MVE,2017-12-23T23:00:00,0.0,-2.5,1
MVE,2017-12-24T00:00:00,0.0,-1.0,1
MVE,2017-12-24T01:00:00,0.0,-1.1,1
MVE,2017-12-24T02:00:00,0.0,-1.1,1
MVE,2017-12-24T03:00:00,0.0,-1.1,1
MVE,2017-12-24T04:00:00,0.0,-1.3,1
MVE,2017-12-24T05:00:00,0.0,-0.5,1
MVE,2017-12-24T06:00:00,0.0,-0.4,1
MVE,2017-12-24T07:00:00,0.0,-1.3,5
MVE,2017-12-24T08:00:00,0.0,1.4,75
MVE,2017-12-24T09:00:00,0.0,4.0,240
MVE,2017-12-24T10:00:00,0.0,5.8,344
MVE,2017-12-24T11:00:00,0.0,6.8,396
MVE,2017-12-24T12:00:00,0.0,7.6,378
MVE,2017-12-24T13:00:00,0.0,7.4,312
MVE,2017-12-24T14:00:00,0.0,7.5,200
MVE,2017-12-24T15:00:00,0.0,6.6,70
MVE,2017-12-24T16:00:00,0.0,3.4,5
MVE,2017-12-24T17:00:00,0.0,2.1,1
MVE,2017-12-24T18:00:00,0.0,1.7,1
MVE,2017-12-24T19:00:00,0.0,1.5,1
MVE,2017-12-24T20:00:00,0.0,1.3,1
MVE,2017-12-24T21:00:00,0.0,1.3,1
MVE,2017-12-24T22:00:00,0.0,0.7,2
MVE,2017-12-24T23:00:00,0.0,1.6,0
MVE,2017-12-25T00:00:00,0.0,1.6,2
MVE,2017-12-25T01:00:00,0.0,1.3,1
MVE,2017-12-25T02:00:00,0.0,1.1,1
MVE,2017-12-25T03:00:00,0.0,1.6,1
MVE,2017-12-25T04:00:00,0.0,1.0,1
MVE,2017-12-25T05:00:00,0.0,0.5,1
MVE,2017-12-25T06:00:00,0.0,1.0,1
MVE,2017-12-25T07:00:00,0.0,0.9,5
MVE,2017-12-25T08:00:00,0.0,3.2,73
MVE,2017-12-25T09:00:00,0.0,5.4,242
MVE,2017-12-25T10:00:00,0.0,7.7,346
MVE,2017-12-25T11:00:00,0.0,8.4,407
MVE,2017-12-25T12:00:00,0.0,8.7,357
MVE,2017-12-25T13:00:00,0.0,9.0,299
MVE,2017-12-25T14:00:00,0.0,8.6,187
MVE,2017-12-25T15:00:00,0.0,6.8,77
MVE,2017-12-25T16:00:00,0.0,4.9,4
MVE,2017-12-25T17:00:00,0.0,3.9,1
MVE,2017-12-25T18:00:00,0.0,3.9,1
MVE,2017-12-25T19:00:00,0.0,4.0,2
MVE,2017-12-25T20:00:00,0.0,3.3,1
MVE,2017-12-25T21:00:00,0.0,2.7,1
MVE,2017-12-25T22:00:00,0.0,2.1,1
MVE,2017-12-25T23:00:00,0.0,2.0,1
MVE,2017-12-26T00:00:00,0.0,2.0,1
MVE,2017-12-26T01:00:00,0.0,1.9,1
MVE,2017-12-26T02:00:00,0.0,1.9,1
MVE,2017-12-26T03:00:00,0.0,1.6,1
MVE,2017-12-26T04:00:00,0.0,1.3,1
MVE,2017-12-26T05:00:00,0.0,0.7,1
MVE,2017-12-26T06:00:00,0.0,-0.2,1
MVE,2017-12-26T07:00:00,0.0,-0.2,6
MVE,2017-12-26T08:00:00,0.0,0.9,111
MVE,2017-12-26T09:00:00,0.0,2.2,176
MVE,2017-12-26T10:00:00,0.0,2.0,150
MVE,2017-12-26T11:00:00,0.0,2.0,105
MVE,2017-12-26T12:00:00,0.0,1.4,86
MVE,2017-12-26T13:00:00,0.0,1.1,61
MVE,2017-12-26T14:00:00,0.0,0.5,51
MVE,2017-12-26T15:00:00,0.0,0.0,25
MVE,2017-12-26T16:00:00,0.0,-0.3,2
MVE,2017-12-26T17:00:00,0.0,-0.2,1
MVE,2017-12-26T18:00:00,0.0,0.5,1
MVE,2017-12-26T19:00:00,0.0,0.3,1
MVE,2017-12-26T20:00:00,0.0,0.0,1
MVE,2017-12-26T21:00:00,0.0,-0.1,1
MVE,2017-12-26T22:00:00,0.0,0.0,1
MVE,2017-12-26T23:00:00,0.0,0.1,1
MVE,2017-12-27T00:00:00,0.0,0.5,1
MVE,2017-12-27T01:00:00,0.0,0.9,1
MVE,2017-12-27T02:00:00,0.0,1.0,1
MVE,2017-12-27T03:00:00,0.0,1.0,1
MVE,2017-12-27T04:00:00,0.0,0.6,1
MVE,2017-12-27T05:00:00,0.0,0.4,1
MVE,2017-12-27T06:00:00,0.0,0.5,1
MVE,2017-12-27T07:00:00,0.0,0.3,3
MVE,2017-12-27T08:00:00,0.0,0.2,21
MVE,2017-12-27T09:00:00,0.0,-0.1,35
MVE,2017-12-27T10:00:00,0.0,0.0,73
MVE,2017-12-27T11:00:00,0.0,-0.1,90
MVE,2017-12-27T12:00:00,0.0,-0.2,77
MVE,2017-12-27T13:00:00,0.0,-0.8,55
MVE,2017-12-27T14:00:00,0.3,-1.9,34
MVE,2017-12-27T15:00:00,0.0,-2.1,15
MVE,2017-12-27T16:00:00,0.2,-1.9,1
MVE,2017-12-27T17:00:00,1.4,-2.7,1
MVE,2017-12-27T18:00:00,0.1,-3.2,1
MVE,2017-12-27T19:00:00,0.0,-3.6,1
MVE,2017-12-27T20:00:00,0.0,-3.9,1
MVE,2017-12-27T21:00:00,0.1,-4.0,1
MVE,2017-12-27T22:00:00,0.2,-4.4,1
MVE,2017-12-27T23:00:00,0.3,-4.6,1
MVE,2017-12-28T00:00:00,0.1,-4.7,1
MVE,2017-12-28T01:00:00,0.4,-4.8,1
MVE,2017-12-28T02:00:00,0.3,-5.1,1
MVE,2017-12-28T03:00:00,0.4,-5.1,1
MVE,2017-12-28T04:00:00,0.2,-5.2,1
MVE,2017-12-28T05:00:00,0.4,-5.3,1
MVE,2017-12-28T06:00:00,0.1,-5.5,1
MVE,2017-12-28T07:00:00,0.0,-5.8,4
MVE,2017-12-28T08:00:00,0.0,-5.8,33
MVE,2017-12-28T09:00:00,0.0,-5.7,142
MVE,2017-12-28T10:00:00,0.0,-5.7,128
MVE,2017-12-28T11:00:00,0.0,-4.9,415
MVE,2017-12-28T12:00:00,0.0,-4.5,430
MVE,2017-12-28T13:00:00,0.0,-4.4,436
MVE,2017-12-28T14:00:00,0.0,-5.4,169
MVE,2017-12-28T15:00:00,0.0,-6.5,55
MVE,2017-12-28T16:00:00,0.0,-7.6,2
MVE,2017-12-28T17:00:00,0.0,-8.6,1
MVE,2017-12-28T18:00:00,0.0,-8.8,0
MVE,2017-12-28T19:00:00,0.0,-9.6,1
MVE,2017-12-28T20:00:00,0.0,-11.0,1
MVE,2017-12-28T21:00:00,0.0,-9.9,1
MVE,2017-12-28T22:00:00,0.0,-10.3,1
MVE,2017-12-28T23:00:00,0.0,-10.6,1
MVE,2017-12-29T00:00:00,0.0,-11.0,1
MVE,2017-12-29T01:00:00,0.0,-10.9,1
MVE,2017-12-29T02:00:00,0.0,-10.7,0
MVE,2017-12-29T03:00:00,0.0,-11.6,1
MVE,2017-12-29T04:00:00,0.0,-12.3,1
MVE,2017-12-29T05:00:00,0.0,-11.4,1
MVE,2017-12-29T06:00:00,0.0,-12.4,0
MVE,2017-12-29T07:00:00,0.0,-12.8,4
MVE,2017-12-29T08:00:00,0.0,-10.3,73
MVE,2017-12-29T09:00:00,0.0,-8.4,249
MVE,2017-12-29T10:00:00,0.0,-7.3,315
MVE,2017-12-29T11:00:00,0.0,-7.2,267
MVE,2017-12-29T12:00:00,0.0,-6.2,202
MVE,2017-12-29T13:00:00,0.0,-5.9,75
MVE,2017-12-29T14:00:00,0.0,-4.9,44
MVE,2017-12-29T15:00:00,0.0,-3.8,21
MVE,2017-12-29T16:00:00,0.0,-4.9,1
MVE,2017-12-29T17:00:00,1.0,-5.3,1
MVE,2017-12-29T18:00:00,1.3,-5.0,1
MVE,2017-12-29T19:00:00,0.7,-4.7,1
MVE,2017-12-29T20:00:00,1.7,-2.9,1
MVE,2017-12-29T21:00:00,1.4,-1.9,1
MVE,2017-12-29T22:00:00,0.2,-0.7,1
MVE,2017-12-29T23:00:00,0.5,-1.0,1
MVE,2017-12-30T00:00:00,1.6,-0.9,1
MVE,2017-12-30T01:00:00,2.0,-0.9,1
MVE,2017-12-30T02:00:00,0.9,-0.7,1
MVE,2017-12-30T03:00:00,1.0,-0.5,1
MVE,2017-12-30T04:00:00,1.2,-1.0,1
MVE,2017-12-30T05:00:00,0.9,-0.2,1
MVE,2017-12-30T06:00:00,1.8,0.0,1
MVE,2017-12-30T07:00:00,2.9,0.2,2
MVE,2017-12-30T08:00:00,2.7,0.1,9
MVE,2017-12-30T09:00:00,2.3,-0.2,33
MVE,2017-12-30T10:00:00,0.8,0.5,65
MVE,2017-12-30T11:00:00,0.9,1.4,63
MVE,2017-12-30T12:00:00,1.0,2.3,56
MVE,2017-12-30T13:00:00,0.3,3.2,49
MVE,2017-12-30T14:00:00,2.1,3.4,13
MVE,2017-12-30T15:00:00,3.7,3.0,4
MVE,2017-12-30T16:00:00,2.8,3.0,1
MVE,2017-12-30T17:00:00,3.3,2.5,1
MVE,2017-12-30T18:00:00,1.9,2.5,1
MVE,2017-12-30T19:00:00,0.8,2.7,1
MVE,2017-12-30T20:00:00,0.5,2.6,1
MVE,2017-12-30T21:00:00,0.2,3.1,1
MVE,2017-12-30T22:00:00,0.0,2.9,1
MVE,2017-12-30T23:00:00,0.0,3.3,1
MVE,2017-12-31T00:00:00,0.0,3.7,1
MVE,2017-12-31T01:00:00,0.0,3.5,1
MVE,2017-12-31T02:00:00,0.0,1.7,1
MVE,2017-12-31T03:00:00,0.0,0.9,1
MVE,2017-12-31T04:00:00,0.0,1.0,1
MVE,2017-12-31T05:00:00,0.0,0.3,1
MVE,2017-12-31T06:00:00,0.0,-0.1,1
MVE,2017-12-31T07:00:00,0.0,-0.7,4
MVE,2017-12-31T08:00:00,0.0,0.7,70
MVE,2017-12-31T09:00:00,0.0,2.7,231
MVE,2017-12-31T10:00:00,0.0,3.7,335
MVE,2017-12-31T11:00:00,0.0,4.2,359
MVE,2017-12-31T12:00:00,0.0,4.0,323
MVE,2017-12-31T13:00:00,0.0,4.1,287
MVE,2017-12-31T14:00:00,0.0,4.0,184
MVE,2017-12-31T15:00:00,0.0,3.4,55
MVE,2017-12-31T16:00:00,0.0,4.3,3
MVE,2017-12-31T17:00:00,0.0,3.7,1
MVE,2017-12-31T18:00:00,0.0,3.9,2
MVE,2017-12-31T19:00:00,0.0,3.2,1
MVE,2017-12-31T20:00:00,0.0,2.9,2
MVE,2017-12-31T21:00:00,0.0,0.8,2
MVE,2017-12-31T22:00:00,0.0,-0.1,1
MVE,2017-12-31T23:00:00,0.0,1.0,1
MVE,2018-01-01T00:00:00,0.0,1.8,1
MVE,2018-01-01T01:00:00,0.0,2.6,1
MVE,2018-01-01T02:00:00,0.4,1.2,2
MVE,2018-01-01T03:00:00,0.8,-0.6,1
MVE,2018-01-01T04:00:00,0.0,-0.5,1
MVE,2018-01-01T05:00:00,0.1,-0.7,1
MVE,2018-01-01T06:00:00,0.0,-1.1,1
MVE,2018-01-01T07:00:00,0.0,-1.0,1
MVE,2018-01-01T08:00:00,0.0,-0.9,9
MVE,2018-01-01T09:00:00,0.0,-0.8,151
MVE,2018-01-01T10:00:00,0.0,-0.6,295
MVE,2018-01-01T11:00:00,0.0,0.2,282
MVE,2018-01-01T12:00:00,0.0,1.4,426
MVE,2018-01-01T13:00:00,0.0,1.8,353
MVE,2018-01-01T14:00:00,0.0,1.1,164
MVE,2018-01-01T15:00:00,0.0,1.3,74
MVE,2018-01-01T16:00:00,0.0,1.1,9
MVE,2018-01-01T17:00:00,0.2,0.1,2
MVE,2018-01-01T18:00:00,2.8,-1.8,1
MVE,2018-01-01T19:00:00,2.2,-2.0,1
MVE,2018-01-01T20:00:00,2.7,-2.3,1
MVE,2018-01-01T21:00:00,2.4,-1.8,1
MVE,2018-01-01T22:00:00,1.8,-1.5,0
MVE,2018-01-01T23:00:00,0.9,-1.5,1
MVE,2018-01-02T00:00:00,0.0,-1.6,1
MVE,2018-01-02T01:00:00,0.1,-1.9,1
MVE,2018-01-02T02:00:00,0.0,-2.3,1
MVE,2018-01-02T03:00:00,0.0,-2.7,1
MVE,2018-01-02T04:00:00,0.7,-3.2,1
MVE,2018-01-02T05:00:00,0.2,-2.6,1
MVE,2018-01-02T06:00:00,0.1,-2.7,1
MVE,2018-01-02T07:00:00,0.1,-2.6,1
MVE,2018-01-02T08:00:00,0.1,-2.6,12
MVE,2018-01-02T09:00:00,0.1,-2.5,75
MVE,2018-01-02T10:00:00,0.0,-2.0,188
MVE,2018-01-02T11:00:00,0.0,-1.5,336
MVE,2018-01-02T12:00:00,0.0,-1.8,200
MVE,2018-01-02T13:00:00,0.0,-1.5,147
MVE,2018-01-02T14:00:00,0.0,-1.2,103
MVE,2018-01-02T15:00:00,0.0,-1.7,49
MVE,2018-01-02T16:00:00,0.0,-1.8,8
MVE,2018-01-02T17:00:00,0.0,-1.8,1
MVE,2018-01-02T18:00:00,0.1,-2.2,1
MVE,2018-01-02T19:00:00,0.5,-3.1,1
MVE,2018-01-02T20:00:00,0.5,-3.3,1
MVE,2018-01-02T21:00:00,1.9,-3.5,1
MVE,2018-01-02T22:00:00,1.7,-3.4,1
MVE,2018-01-02T23:00:00,0.9,-3.0,1
MVE,2018-01-03T00:00:00,0.4,-1.2,1
MVE,2018-01-03T01:00:00,0.6,-0.3,1
MVE,2018-01-03T02:00:00,0.2,0.1,1
MVE,2018-01-03T03:00:00,0.3,1.1,1
MVE,2018-01-03T04:00:00,0.2,1.3,1
MVE,2018-01-03T05:00:00,0.3,3.0,1
MVE,2018-01-03T06:00:00,0.6,3.8,1
MVE,2018-01-03T07:00:00,0.6,4.1,1
MVE,2018-01-03T08:00:00,1.1,4.0,4
MVE,2018-01-03T09:00:00,1.2,4.5,21
MVE,2018-01-03T10:00:00,1.3,4.6,27
MVE,2018-01-03T11:00:00,1.3,4.5,33
MVE,2018-01-03T12:00:00,0.5,4.1,38
MVE,2018-01-03T13:00:00,0.7,3.2,22
MVE,2018-01-03T14:00:00,2.2,0.8,11
MVE,2018-01-03T15:00:00,1.0,0.1,11
MVE,2018-01-03T16:00:00,0.1,1.2,7
MVE,2018-01-03T17:00:00,0.0,1.2,1
MVE,2018-01-03T18:00:00,0.0,0.5,1
MVE,2018-01-03T19:00:00,0.1,-0.1,1
MVE,2018-01-03T20:00:00,0.2,-0.1,1
MVE,2018-01-03T21:00:00,0.0,-0.2,1
MVE,2018-01-03T22:00:00,0.1,-0.8,1
MVE,2018-01-03T23:00:00,0.4,-1.2,1
MVE,2018-01-04T00:00:00,0.8,-1.4,1
MVE,2018-01-04T01:00:00,0.7,-1.2,1
MVE,2018-01-04T02:00:00,0.6,-0.9,1
MVE,2018-01-04T03:00:00,1.3,-0.9,1
MVE,2018-01-04T04:00:00,2.1,-0.8,1
MVE,2018-01-04T05:00:00,1.9,0.0,1
MVE,2018-01-04T06:00:00,2.2,0.3,1
MVE,2018-01-04T07:00:00,2.2,1.1,1
MVE,2018-01-04T08:00:00,3.2,1.7,2
MVE,2018-01-04T09:00:00,4.4,2.5,6
MVE,2018-01-04T10:00:00,5.0,2.3,10
MVE,2018-01-04T11:00:00,4.4,3.0,14
MVE,2018-01-04T12:00:00,3.8,3.6,14
MVE,2018-01-04T13:00:00,3.0,3.8,15
MVE,2018-01-04T14:00:00,2.1,4.0,13
MVE,2018-01-04T15:00:00,2.3,4.5,8
MVE,2018-01-04T16:00:00,2.2,4.6,3
MVE,2018-01-04T17:00:00,2.9,4.5,1
MVE,2018-01-04T18:00:00,1.3,4.7,1
MVE,2018-01-04T19:00:00,0.3,4.2,1
MVE,2018-01-04T20:00:00,0.0,4.6,1
MVE,2018-01-04T21:00:00,0.5,4.0,1
MVE,2018-01-04T22:00:00,1.9,3.9,1
MVE,2018-01-04T23:00:00,1.1,3.7,1
MVE,2018-01-05T00:00:00,0.6,3.7,1
MVE,2018-01-05T01:00:00,0.3,3.4,1
MVE,2018-01-05T02:00:00,0.1,3.6,1
MVE,2018-01-05T03:00:00,0.0,2.8,1
MVE,2018-01-05T04:00:00,0.0,2.0,1
MVE,2018-01-05T05:00:00,0.0,2.5,1
MVE,2018-01-05T06:00:00,0.0,1.8,1
MVE,2018-01-05T07:00:00,0.0,1.3,1
MVE,2018-01-05T08:00:00,0.0,1.8,14
MVE,2018-01-05T09:00:00,0.0,3.0,104
MVE,2018-01-05T10:00:00,0.0,3.5,197
MVE,2018-01-05T11:00:00,0.0,4.7,237
MVE,2018-01-05T12:00:00,0.0,4.3,96
MVE,2018-01-05T13:00:00,0.0,4.3,66
MVE,2018-01-05T14:00:00,0.0,4.5,95
MVE,2018-01-05T15:00:00,0.0,5.6,93
MVE,2018-01-05T16:00:00,0.0,4.6,26
MVE,2018-01-05T17:00:00,0.0,3.8,2
MVE,2018-01-05T18:00:00,0.0,3.9,1
MVE,2018-01-05T19:00:00,0.0,3.3,1
MVE,2018-01-05T20:00:00,0.0,3.1,1
MVE,2018-01-05T21:00:00,0.0,4.1,1
MVE,2018-01-05T22:00:00,0.0,4.3,1
MVE,2018-01-05T23:00:00,0.0,4.3,1
MVE,2018-01-06T00:00:00,0.0,4.0,1
MVE,2018-01-06T01:00:00,0.0,3.9,1
MVE,2018-01-06T02:00:00,0.0,3.6,1
MVE,2018-01-06T03:00:00,0.0,3.4,1
MVE,2018-01-06T04:00:00,0.0,2.9,1
MVE,2018-01-06T05:00:00,0.0,2.6,1
MVE,2018-01-06T06:00:00,0.0,3.0,1
MVE,2018-01-06T07:00:00,0.0,3.3,1
MVE,2018-01-06T08:00:00,0.0,3.4,10
MVE,2018-01-06T09:00:00,0.0,4.0,135
MVE,2018-01-06T10:00:00,0.0,4.6,281
MVE,2018-01-06T11:00:00,0.0,5.1,357
MVE,2018-01-06T12:00:00,0.0,5.3,330
MVE,2018-01-06T13:00:00,0.0,5.6,328
